Article_ID,Original_Identifier,Title,Extracted_Year,Extracted_Author,Title_Length,Total_Codes_Applied,Number_of_Codes,Codes_Applied,Code_Frequencies,Code_A : Academic Success,Code_B : Access to UREs,Code_C : COVID-19,Code_D : Discipline,Code_E : Social Sciences and or Humanities,Code_F : STEM,Code_G : Experiences and Outcomes of URE,Code_H : Academic Success,Code_I : Awards,Code_J : GPA,Code_K : Graduation,Code_L : Persistence and Retention,Code_M : Publications,Code_N : Transfer,Code_O : Access to UREs,Code_P : Application Experiences,Code_Q : Barriers to URE,Code_R : Share of URM Students,Code_S : General Perceptions and Experiences,Code_T : Experiences,Code_U : Program Expectations,Code_V : Satisfaction,Code_W : Graduate School and Career,Code_X : Aspirations OR Expectations related to attending Graduate School,Code_Y : Career Readiness,Code_Z : Earnings,Code_AA : Employment,Code_AB : Enrollment in a Graduate Program,Code_AC : Future or Long-Term Planning,Code_AD : Identity Development,Code_AE : Individual Identity Development,Code_AF : Professional Identity Development,Code_AG : Non-Cognitive Skills,Code_AH : Communication,Code_AI : Critical Thinking,Code_AJ : General Self-Efficacy OR Research Self-Efficacy OR Confidence,Code_AK : Leadership,Code_AL : Resilience and Perseverance,Code_AM : Teamwork and Collaboration and Interpersonal Skills,Code_AN : Technical Skills,Code_AO : Time Management and Organization,Code_AP : Use of Mentorship and Campus Supports,Code_AQ : Faculty,Code_AR : Peer,Code_AS : Well-being,Code_AT : Anxiety,Code_AU : Well-being and Mental Health,Code_AV : FLAG,Code_AW : General Perceptions and Experiences,Code_AX : General Perceptions.Experiences,Code_AY : Graduate School and Career,Code_AZ : Identity Development,Code_BA : Methodology,Code_BB : Mixed or Multi-Methods,Code_BC : Qualitative,Code_BD : Quantitative,Code_BE : Modality,Code_BF : In-Person Program,Code_BG : Mixed-Mode Program,Code_BH : Not Specified,Code_BI : Online Program,Code_BJ : Negative,Code_BK : Negative experience or outcome,Code_BL : Non-cognitive skills,Code_BM : Primary Institutional Context,Code_BN : 4-Year University,Code_BO : Community College,Code_BP : Minority Serving Institution,Code_BQ : Multi-institutional,Code_BR : Undefined,Code_BS : Program type,Code_BT : Course-Based Program,Code_BU : Individual Apprenticeship or Assistantship with Faculty,Code_BV : Mixed modality,Code_BW : Not Specified,Code_BX : Summer-Based Program,Code_BY : Sense of belonging,Code_BZ : Underrepresented,Code_CA : Underrepresented Group,Code_CB : Use of Mentorship and Campus Supports,Code_CC : Well-being
183,"183 : Investigating the Alignment of Intended, Enacted, and Perceived Learning Outcomes in an Authentic Research-Based Science Program.","Investigating the Alignment of Intended, Enacted, and Perceived Learning Outcomes in an Authentic Research-Based Science Program.",,183,135,9,9,"F : STEM, G : Experiences and Outcomes of URE, S : General Perceptions and Experiences, AG : Non-Cognitive Skills, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","F : STEM(1), G : Experiences and Outcomes of URE(1), S : General Perceptions and Experiences(1), AG : Non-Cognitive Skills(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
184,184 : Is the undergraduate research experience (URE) always best~~ The power of choice in a bifurcated practical stream for a large introductory biochemistry class.,Is the undergraduate research experience (URE) always best~~ The power of choice in a bifurcated practical stream for a large introductory biochemistry class.,,184,164,10,10,"E : Social Sciences and or Humanities, F : STEM, G : Experiences and Outcomes of URE, S : General Perceptions and Experiences, AG : Non-Cognitive Skills, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","E : Social Sciences and or Humanities(1), F : STEM(1), G : Experiences and Outcomes of URE(1), S : General Perceptions and Experiences(1), AG : Non-Cognitive Skills(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
185,185 : Launching Sustainability Leadership~ Long-Term Impacts on Educational and Career Paths in Undergraduate Research Experiences.,Launching Sustainability Leadership~ Long-Term Impacts on Educational and Career Paths in Undergraduate Research Experiences.,,185,131,10,10,"F : STEM, G : Experiences and Outcomes of URE, H : Academic Success, W : Graduate School and Career, AG : Non-Cognitive Skills, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BW : Not Specified","F : STEM(1), G : Experiences and Outcomes of URE(1), H : Academic Success(1), W : Graduate School and Career(1), AG : Non-Cognitive Skills(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BS : Program type(1), BW : Not Specified(1)",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
186,186 : Learning science by doing science~ an authentic science process-learning model in postsecondary education.,Learning science by doing science~ an authentic science process-learning model in postsecondary education.,,186,112,8,8,"F : STEM, G : Experiences and Outcomes of URE, S : General Perceptions and Experiences, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","F : STEM(1), G : Experiences and Outcomes of URE(1), S : General Perceptions and Experiences(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
187,187 : Learning to Become Researchers~ Lessons Learned from a Research Experience for Undergraduates (REU) Program Focused on Research in the Psychological Sciences with Real-World Implications,Learning to Become Researchers~ Lessons Learned from a Research Experience for Undergraduates (REU) Program Focused on Research in the Psychological Sciences with Real-World Implications,,187,192,13,13,"E : Social Sciences and or Humanities, G : Experiences and Outcomes of URE, H : Academic Success, S : General Perceptions and Experiences, AG : Non-Cognitive Skills, AP : Use of Mentorship and Campus Supports, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BP : Minority Serving Institution, BQ : Multi-institutional, BS : Program type, BX : Summer-Based Program, CA : Underrepresented Group","E : Social Sciences and or Humanities(1), G : Experiences and Outcomes of URE(1), H : Academic Success(1), S : General Perceptions and Experiences(1), AG : Non-Cognitive Skills(1), AP : Use of Mentorship and Campus Supports(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BP : Minority Serving Institution(1), BQ : Multi-institutional(1), BS : Program type(1), BX : Summer-Based Program(1), CA : Underrepresented Group(1)",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
188,188 : Life's Lessons in the Lab~ A Summer of Learning from Undergraduate Research Experiences.,Life's Lessons in the Lab~ A Summer of Learning from Undergraduate Research Experiences.,,188,94,11,11,"F : STEM, G : Experiences and Outcomes of URE, H : Academic Success, W : Graduate School and Career, AD : Identity Development, AG : Non-Cognitive Skills, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BX : Summer-Based Program","F : STEM(1), G : Experiences and Outcomes of URE(1), H : Academic Success(1), W : Graduate School and Career(1), AD : Identity Development(1), AG : Non-Cognitive Skills(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BX : Summer-Based Program(1)",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
189,189 : Linguistic Analysis of Project Ownership for Undergraduate Research Experiences,Linguistic Analysis of Project Ownership for Undergraduate Research Experiences,,189,85,9,9,"F : STEM, G : Experiences and Outcomes of URE, S : General Perceptions and Experiences, AP : Use of Mentorship and Campus Supports, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BV : Mixed modality","F : STEM(1), G : Experiences and Outcomes of URE(1), S : General Perceptions and Experiences(1), AP : Use of Mentorship and Campus Supports(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BV : Mixed modality(1)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
190,190 : Linking Chemistry and Biology through Course-Based Undergraduate Research on Anticancer Ruthenium Complexes,Linking Chemistry and Biology through Course-Based Undergraduate Research on Anticancer Ruthenium Complexes,,190,113,11,11,"F : STEM, G : Experiences and Outcomes of URE, H : Academic Success, S : General Perceptions and Experiences, AG : Non-Cognitive Skills, AV : FLAG, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BQ : Multi-institutional, BS : Program type, BT : Course-Based Program","F : STEM(1), G : Experiences and Outcomes of URE(1), H : Academic Success(1), S : General Perceptions and Experiences(1), AG : Non-Cognitive Skills(1), AV : FLAG(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BQ : Multi-institutional(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
191,191 : Long-Term Outcomes of Biotechnology Student Participation in Undergraduate Research Experiences at Delaware Technical Community College,Long-Term Outcomes of Biotechnology Student Participation in Undergraduate Research Experiences at Delaware Technical Community College,,191,141,9,9,"F : STEM, G : Experiences and Outcomes of URE, W : Graduate School and Career, AP : Use of Mentorship and Campus Supports, BC : Qualitative, BM : Primary Institutional Context, BO : Community College, BS : Program type, BT : Course-Based Program","F : STEM(1), G : Experiences and Outcomes of URE(1), W : Graduate School and Career(1), AP : Use of Mentorship and Campus Supports(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BO : Community College(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
192,192 : Lowering Barriers to Undergraduate Research through Collaboration with Local Craft Breweries.,Lowering Barriers to Undergraduate Research through Collaboration with Local Craft Breweries.,,192,99,11,11,"F : STEM, G : Experiences and Outcomes of URE, H : Academic Success, W : Graduate School and Career, AG : Non-Cognitive Skills, AP : Use of Mentorship and Campus Supports, AV : FLAG, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","F : STEM(1), G : Experiences and Outcomes of URE(1), H : Academic Success(1), W : Graduate School and Career(1), AG : Non-Cognitive Skills(1), AP : Use of Mentorship and Campus Supports(1), AV : FLAG(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
193,193 : MACES Undergraduate Research Fellowship Program~ Integrating Research and Education.,MACES Undergraduate Research Fellowship Program~ Integrating Research and Education.,,193,90,12,12,"F : STEM, G : Experiences and Outcomes of URE, H : Academic Success, W : Graduate School and Career, AG : Non-Cognitive Skills, AP : Use of Mentorship and Campus Supports, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BV : Mixed modality, CA : Underrepresented Group","F : STEM(1), G : Experiences and Outcomes of URE(1), H : Academic Success(1), W : Graduate School and Career(1), AG : Non-Cognitive Skills(1), AP : Use of Mentorship and Campus Supports(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BV : Mixed modality(1), CA : Underrepresented Group(1)",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
194,194 : Making a Difference for Minorities~ Evaluation of an Educational Enrichment Program.,Making a Difference for Minorities~ Evaluation of an Educational Enrichment Program.,,194,90,11,11,"F : STEM, G : Experiences and Outcomes of URE, H : Academic Success, S : General Perceptions and Experiences, W : Graduate School and Career, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BW : Not Specified, CA : Underrepresented Group","F : STEM(1), G : Experiences and Outcomes of URE(1), H : Academic Success(1), S : General Perceptions and Experiences(1), W : Graduate School and Career(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BW : Not Specified(1), CA : Underrepresented Group(1)",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
195,195 : Making a Difference in Science Education~ The Impact of Undergraduate Research Programs.,Making a Difference in Science Education~ The Impact of Undergraduate Research Programs.,,195,94,10,10,"F : STEM, G : Experiences and Outcomes of URE, W : Graduate School and Career, BD : Quantitative, BM : Primary Institutional Context, BP : Minority Serving Institution, BQ : Multi-institutional, BS : Program type, BW : Not Specified, CA : Underrepresented Group","F : STEM(1), G : Experiences and Outcomes of URE(1), W : Graduate School and Career(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BP : Minority Serving Institution(1), BQ : Multi-institutional(1), BS : Program type(1), BW : Not Specified(1), CA : Underrepresented Group(1)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
196,196 : Making the Move~ Empowering Student Teachers as Teacher Researchers.,Making the Move~ Empowering Student Teachers as Teacher Researchers.,,196,74,10,10,"E : Social Sciences and or Humanities, G : Experiences and Outcomes of URE, H : Academic Success, S : General Perceptions and Experiences, AG : Non-Cognitive Skills, BC : Qualitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","E : Social Sciences and or Humanities(1), G : Experiences and Outcomes of URE(1), H : Academic Success(1), S : General Perceptions and Experiences(1), AG : Non-Cognitive Skills(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
197,197 : Measuring Integrated Understanding of Undergraduate Chemistry Research Experiences~ Assessing Oral and Written Research Artifacts,Measuring Integrated Understanding of Undergraduate Chemistry Research Experiences~ Assessing Oral and Written Research Artifacts,,197,135,9,9,"F : STEM, G : Experiences and Outcomes of URE, H : Academic Success, AG : Non-Cognitive Skills, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","F : STEM(1), G : Experiences and Outcomes of URE(1), H : Academic Success(1), AG : Non-Cognitive Skills(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
198,198 : Measuring Self-Efficacy and Scientific Literacy Across Disciplines as Value- Added Outcomes of Undergraduate Research Mentoring~ Scale Development.,Measuring Self-Efficacy and Scientific Literacy Across Disciplines as Value- Added Outcomes of Undergraduate Research Mentoring~ Scale Development.,,198,153,8,8,"E : Social Sciences and or Humanities, F : STEM, G : Experiences and Outcomes of URE, AG : Non-Cognitive Skills, AP : Use of Mentorship and Campus Supports, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University","E : Social Sciences and or Humanities(1), F : STEM(1), G : Experiences and Outcomes of URE(1), AG : Non-Cognitive Skills(1), AP : Use of Mentorship and Campus Supports(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1)",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,199 : Measuring Student Learning Gains in Independent Research Experiences in the Sciences through Reflective Practice and ePortfolios.,Measuring Student Learning Gains in Independent Research Experiences in the Sciences through Reflective Practice and ePortfolios.,,199,135,11,11,"F : STEM, G : Experiences and Outcomes of URE, H : Academic Success, S : General Perceptions and Experiences, AG : Non-Cognitive Skills, AP : Use of Mentorship and Campus Supports, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BO : Community College, BS : Program type, BX : Summer-Based Program","F : STEM(1), G : Experiences and Outcomes of URE(1), H : Academic Success(1), S : General Perceptions and Experiences(1), AG : Non-Cognitive Skills(1), AP : Use of Mentorship and Campus Supports(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BO : Community College(1), BS : Program type(1), BX : Summer-Based Program(1)",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
200,200 : Mentoring undergraduate nursing students in palliative home care research.,Mentoring undergraduate nursing students in palliative home care research.,,200,80,10,10,"C : COVID-19, F : STEM, G : Experiences and Outcomes of URE, H : Academic Success, AG : Non-Cognitive Skills, AP : Use of Mentorship and Campus Supports, AV : FLAG, BC : Qualitative, BS : Program type, BU : Individual Apprenticeship or Assistantship with Faculty","C : COVID-19(1), F : STEM(1), G : Experiences and Outcomes of URE(1), H : Academic Success(1), AG : Non-Cognitive Skills(1), AP : Use of Mentorship and Campus Supports(1), AV : FLAG(1), BC : Qualitative(1), BS : Program type(1), BU : Individual Apprenticeship or Assistantship with Faculty(1)",0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
201,201 : Negotiating Peer Mentoring Roles in Undergraduate Research Lab Settings.,Negotiating Peer Mentoring Roles in Undergraduate Research Lab Settings.,,201,78,9,9,"F : STEM, G : Experiences and Outcomes of URE, S : General Perceptions and Experiences, AP : Use of Mentorship and Campus Supports, BC : Qualitative, BM : Primary Institutional Context, BO : Community College, BS : Program type, BX : Summer-Based Program","F : STEM(1), G : Experiences and Outcomes of URE(1), S : General Perceptions and Experiences(1), AP : Use of Mentorship and Campus Supports(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BO : Community College(1), BS : Program type(1), BX : Summer-Based Program(1)",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
202,202 : Nurturing Independent Learning in the Undergraduate Student in History~ A Faculty–Student Mentoring Experience.,Nurturing Independent Learning in the Undergraduate Student in History~ A Faculty–Student Mentoring Experience.,,202,117,10,10,"E : Social Sciences and or Humanities, G : Experiences and Outcomes of URE, W : Graduate School and Career, AG : Non-Cognitive Skills, AP : Use of Mentorship and Campus Supports, BC : Qualitative, BM : Primary Institutional Context, BR : Undefined, BS : Program type, BU : Individual Apprenticeship or Assistantship with Faculty","E : Social Sciences and or Humanities(1), G : Experiences and Outcomes of URE(1), W : Graduate School and Career(1), AG : Non-Cognitive Skills(1), AP : Use of Mentorship and Campus Supports(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BR : Undefined(1), BS : Program type(1), BU : Individual Apprenticeship or Assistantship with Faculty(1)",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
203,203 : Original Undergraduate Research in Classroom Contexts~ Student Perceptions of a Scaffolded Approach.,Original Undergraduate Research in Classroom Contexts~ Student Perceptions of a Scaffolded Approach.,,203,106,10,10,"E : Social Sciences and or Humanities, G : Experiences and Outcomes of URE, H : Academic Success, S : General Perceptions and Experiences, AG : Non-Cognitive Skills, BC : Qualitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BT : Course-Based Program","E : Social Sciences and or Humanities(1), G : Experiences and Outcomes of URE(1), H : Academic Success(1), S : General Perceptions and Experiences(1), AG : Non-Cognitive Skills(1), BC : Qualitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BT : Course-Based Program(1)",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
204,204 : Outcomes of Texas Southern University's Summer Undergraduate Research Program.,Outcomes of Texas Southern University's Summer Undergraduate Research Program.,,204,84,13,13,"G : Experiences and Outcomes of URE, H : Academic Success, S : General Perceptions and Experiences, W : Graduate School and Career, AG : Non-Cognitive Skills, AP : Use of Mentorship and Campus Supports, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BP : Minority Serving Institution, BS : Program type, BX : Summer-Based Program, CA : Underrepresented Group","G : Experiences and Outcomes of URE(1), H : Academic Success(1), S : General Perceptions and Experiences(1), W : Graduate School and Career(1), AG : Non-Cognitive Skills(1), AP : Use of Mentorship and Campus Supports(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BP : Minority Serving Institution(1), BS : Program type(1), BX : Summer-Based Program(1), CA : Underrepresented Group(1)",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
205,205 : Outcomes of the UAMS summer undergraduate research program to increase diversity in research and health professions.,Outcomes of the UAMS summer undergraduate research program to increase diversity in research and health professions.,,205,122,13,13,"F : STEM, G : Experiences and Outcomes of URE, H : Academic Success, S : General Perceptions and Experiences, W : Graduate School and Career, AG : Non-Cognitive Skills, AP : Use of Mentorship and Campus Supports, BD : Quantitative, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BX : Summer-Based Program, CA : Underrepresented Group","F : STEM(1), G : Experiences and Outcomes of URE(1), H : Academic Success(1), S : General Perceptions and Experiences(1), W : Graduate School and Career(1), AG : Non-Cognitive Skills(1), AP : Use of Mentorship and Campus Supports(1), BD : Quantitative(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BX : Summer-Based Program(1), CA : Underrepresented Group(1)",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
206,206 : Participants' Reflections Two and Three Years after an Introductory Chemistry Course-Embedded Research Experience,Participants' Reflections Two and Three Years after an Introductory Chemistry Course-Embedded Research Experience,,206,119,11,11,"F : STEM, G : Experiences and Outcomes of URE, H : Academic Success, S : General Perceptions and Experiences, AD : Identity Development, AG : Non-Cognitive Skills, BB : Mixed or Multi-Methods, BM : Primary Institutional Context, BN : 4-Year University, BS : Program type, BX : Summer-Based Program","F : STEM(1), G : Experiences and Outcomes of URE(1), H : Academic Success(1), S : General Perceptions and Experiences(1), AD : Identity Development(1), AG : Non-Cognitive Skills(1), BB : Mixed or Multi-Methods(1), BM : Primary Institutional Context(1), BN : 4-Year University(1), BS : Program type(1), BX : Summer-Based Program(1)",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
